timestamp,TAN_return,TAN_volatility,FAN_return,FAN_volatility,ICLN_return,ICLN_volatility,XLE_return,XLE_volatility
2024-05-16 04:00:00,-0.057085831126271774,0.015280215431918945,0.08644156332407965,-0.03971267251011357,0.022709748338978597,-0.13312500547964945,0.1306551526860914,-2.3188942971184776
2024-05-17 04:00:00,-0.05570745114934736,0.2437011984982644,0.08510180049171703,0.23098531488658985,0.023378865940879956,-0.4401516090129097,0.13115329416329938,0.6474036541658117
2024-05-20 04:00:00,-0.05475477813387211,12.240787244479128,0.085072685922265,8.544031497643111,0.023911433540914878,-7.222619391187747,0.13442910810535885,15.204196405093892
2024-05-21 04:00:00,-0.05341659443233038,-0.04330696591660896,0.08555663246261233,0.07736487269682628,0.024726047266073914,-0.10766400211648142,0.1385249559147354,-0.6358232391697956
2024-05-22 04:00:00,-0.05375744754635958,0.03835987812013825,0.08488974874357383,-0.0031570794020913465,0.024404682256195492,-0.17676605475391813,0.13830393413826428,0.8724049927285891
2024-05-23 04:00:00,-0.05506076163235796,-0.09965866221673222,0.08527207154911559,0.057837693511496355,0.023501881713351658,-0.1413239771035586,0.14069331118399245,-0.16865968431199913
2024-05-24 04:00:00,-0.06065704309690076,-0.12422531048091146,0.0848890530069479,0.07389858772197032,0.02033648049852138,-0.11121528528054145,0.1451001341620709,0.2501024729952331
2024-05-28 04:00:00,-0.06334845645584772,-0.19737901997444995,0.0847702704140682,0.003982141658380664,0.020089685253574296,-0.10888194232347045,0.1467758873122666,0.20893680619000554
2024-05-29 04:00:00,-0.06414978617429784,-0.06623651503292827,0.08494831939201741,0.027759407890313587,0.020255893264920583,-0.11329699940580779,0.1464732621435365,0.1121734526741774
2024-05-30 04:00:00,-0.06268718625281663,-0.12923776098639514,0.08438370728303382,-0.012711507995566862,0.02049727732089346,-0.08855639352821881,0.14564087576699483,0.17594890060183835
2024-05-31 04:00:00,-0.0639685664451691,-0.039692298138734705,0.08021600622535707,-0.011792912080830772,0.01888728545738469,-0.03479184930341117,0.1418443019008747,0.12120346273344451
2024-06-03 04:00:00,-0.06477836794989467,-0.07116606373719986,0.07902662885357312,-0.007392255860666885,0.01828674987168455,-0.043450068688699106,0.14446692823433516,-0.18340987834373945
2024-06-04 04:00:00,-0.06450089590924907,-0.09356630938563329,0.07954274711442713,-0.007675433110909249,0.01864469363066415,-0.06537197135451478,0.14314550823474637,-0.7362294598937984
2024-06-05 04:00:00,-0.0644413889594547,-0.09302424510748147,0.07973739853693854,0.005276524218191886,0.018633666015460987,-0.04474033882261938,0.14501419460004308,-0.35636312490135075
2024-06-06 04:00:00,-0.06501493082434809,-0.05126838277516757,0.08003712998781598,-0.025876627664785268,0.01860223823491086,-0.027541875414521605,0.1448647566956605,0.3955057991309096
2024-06-07 04:00:00,-0.06557992392885809,-0.0966143409664425,0.07984553246222983,-0.02106576852009759,0.018553426414094604,-0.04298524138401191,0.14546066543611114,0.6247025590832657
2024-06-10 04:00:00,-0.06472853772704215,-0.09120354789239477,0.0809789460176879,0.01748386313318334,0.019442426392393297,-0.03217380744875342,0.14593340509246855,0.22192301002864878
2024-06-11 04:00:00,-0.0652897580493676,-0.08094556567707062,0.08187555030624108,0.031390860057116,0.019403670263588996,-0.008417517281211956,0.14736316924935844,0.10135100446218287
2024-06-12 04:00:00,-0.06485989263673117,-0.1208745108701256,0.08194809361649016,-0.008072115338379815,0.01948644315967013,-0.051367978786953566,0.1476272099914397,0.1354813965997574
2024-06-13 04:00:00,-0.06497697996800308,-0.07301659132039942,0.081130446310061,0.13809607020886844,0.018836960275064707,0.0013812936162168887,0.14701177797609707,0.07989757672035513
2024-06-14 04:00:00,-0.06559082232465216,-0.1177691616824372,0.08342653135082793,0.11676408969090683,0.019877053603227418,-0.010985139990184162,0.14635351471415003,0.5390206093873269
2024-06-17 04:00:00,-0.06563173899173214,-0.0899222457727104,0.08417168419811398,0.130737496446432,0.020061783035181302,-0.06178209414465076,0.14617692889214218,0.06632471404864988
2024-06-18 04:00:00,-0.0658123426746639,-0.05849713449314897,0.08404809892026319,0.08280174773086903,0.019996496903519234,-0.007178220560430215,0.14535195290492708,0.09358196551396555
2024-06-20 04:00:00,-0.06591783193474651,-0.016740870983390277,0.0849639500527618,0.07432957629087592,0.020124962456925855,0.05026161588352693,0.14677697063828368,0.13852948511846636
2024-06-21 04:00:00,-0.06648423943029419,0.009855678352339511,0.08523406839996203,0.0077321101416295,0.01978967647441382,0.022319752634075346,0.14575189342087047,0.04823283223953269
2024-06-24 04:00:00,-0.06654859236126445,-0.03621730519696534,0.08524095226013702,0.038459411488286716,0.0198456232399489,-0.04790237201817027,0.14534000803956496,-0.09317460581918383
2024-06-25 04:00:00,-0.06578712546762339,-0.010169689190848916,0.08538537285314513,-0.018784536123616052,0.020032463696027736,-0.003863181456072007,0.14582289180834834,-0.1037087078466874
2024-06-26 04:00:00,-0.06583513456408194,0.024120644914855206,0.08523831739359099,-0.04523112814196478,0.01948291942968719,-0.03732477451108133,0.14830770699196127,-0.7281926913307827
2024-06-27 04:00:00,-0.06494147347320225,0.007579541487497503,0.08549638957726917,-0.02031767851552621,0.020545962438709153,0.010761341338972136,0.15193659730363984,0.7225529605138091
2024-06-28 04:00:00,-0.0634892876024711,0.023195223949660497,0.08510995066820275,-0.02784249173710296,0.021022838112329106,0.03228651348813749,0.15314714682095315,0.29818934331467384
2024-07-01 04:00:00,-0.06393903718172539,0.02400879511164066,0.08648277389276918,0.0305286844029328,0.020784301443849545,0.03248957651506494,0.15650989759911116,0.1782207873134596
